Sentiment Score
0.0
0.1
0.0
0.0
-0.0225
-0.15555555555555559
0.15000000000000002
0.16
0.0
-0.5
-0.2
0.5
-0.4
0.0
0.0
0.0
0.0
0.04166666666666667
0.0
0.0814814814814815
0.2545454545454545
-0.25
-0.031944444444444484
0.0
0.0
0.55
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.3
-0.075
0.0
0.44107142857142856
0.2875
0.0069444444444444475
-0.15
-0.5
0.0
0.002777777777777768
0.10000000000000002
0.07152777777777779
-0.016666666666666663
0.24545454545454545
0.5
-0.09351851851851851
0.1607142857142857
0.0
0.13636363636363635
0.0
-0.1275
0.0
-0.075
0.19930555555555554
0.0625
0.0
-0.1142857142857143
-0.11666666666666665
0.13333333333333333
-0.175
0.21666666666666667
-0.07499999999999998
0.05119047619047619
0.16666666666666669
0.20000000000000004
-0.175
0.0
0.16666666666666666
0.0
0.07432900432900434
0.25
-0.075
-0.019999999999999997
0.32499999999999996
0.0
0.5
0.03333333333333333
0.03333333333333333
0.03333333333333333
0.025
0.0
0.5
0.5
0.5
0.0
0.22222222222222224
0.08333333333333337
-0.2333333333333333
-0.0625
0.14166666666666666
0.0
0.17878787878787877
0.0
